date,reward,reward(USD),MATIC(USD),diff,diff(USD)
2020-05-30,176645.0,4572.547977464071,0.025885521681700992,171598.0,4441.903749536526
2020-05-31,656110.0,15721.305246915275,0.023961386424403333,479465.0,11488.646141976544
2020-06-01,1221374.0,24897.27581168241,0.02038464533523917,565264.0,11522.706160778635
2020-06-02,1882531.0,41016.38143114572,0.0217878916369217,661157.0,14405.21707099224
2020-06-03,2442748.0,51205.840636834095,0.02096239179679361,560217.0,11743.488245224326
2020-06-04,2982777.0,64752.45743552998,0.02170878259941316,540029.0,11723.37215837849
2020-06-05,3336067.0,71582.63201430038,0.021457192560671093,353290.0,7580.611559759491
2020-06-06,3568229.0,73229.67517365693,0.020522694920549363,232162.0,4764.589898144582
2020-06-07,3724686.0,76880.68667702781,0.020640850444044886,156457.0,3229.4055379239308
2020-06-08,3931613.0,79795.6439615273,0.020295905004263478,206927.0,4199.770734817229
2020-06-09,4168822.0,84524.03026992477,0.020275279268322042,237209.0,4809.478719959403
2020-06-10,4395937.0,88663.55879116482,0.020169433454384073,227115.0,4580.780878992438
2020-06-11,4602864.0,98112.27042243429,0.021315483234445844,206927.0,4410.748999254175
2020-06-12,4845120.0,96137.36757284071,0.019842102481020245,242256.0,4806.868378642041
2020-06-13,5057094.0,103201.55832653944,0.020407284959808817,211974.0,4325.813822070514
2020-06-14,5248880.0,108321.86209852996,0.020637138227303727,191786.0,3957.9141920616726
2020-06-15,5445713.0,111872.79516412271,0.02054327783416474,196833.0,4043.595005932148
2020-06-16,5677875.0,116298.49954872821,0.02048275094973528,232162.0,4755.316425992442
2020-06-17,5869661.0,120901.45445051946,0.020597689449274755,191786.0,3950.3484687186083
2020-06-18,6061447.0,125771.64546507831,0.020749442412855926,191786.0,3979.452562591987
2020-06-19,6303703.0,128739.54748251171,0.020422844712466907,242256.0,4947.556668663383
2020-06-20,6515677.0,131664.05450295383,0.020207271554890435,211974.0,4283.416180576345
2020-06-21,6727651.0,151841.5295737049,0.022569769087859154,211974.0,4784.204232629856
2020-06-22,6944672.0,148422.74762769183,0.021372175334946262,217021.0,4638.2108633653725
2020-06-23,7176834.0,158262.04618940665,0.02205179138731739,232162.0,5119.58799206238
2020-06-24,7398902.0,167458.60114622477,0.022632898928276777,222068.0,5026.0425992045675
2020-06-25,7525077.0,167516.83824361028,0.022261146064500123,126175.0,2808.8001046883032
2020-06-26,7721910.0,167131.99992546276,0.021643867893495608,196833.0,4260.227449080421
2020-06-27,8367926.0,174625.32063291743,0.02086841119686256,646016.0,13481.327527752364
2020-06-28,9316762.0,181035.80569641126,0.019431193551623566,948836.0,18437.015964748298
2020-06-29,10245410.0,204916.00225086443,0.020000761536225903,928648.0,18573.667199093114
2020-06-30,11093306.0,218023.32991844456,0.01965359379056564,847896.0,16664.203560645445
2020-07-01,12021954.0,228190.85953450116,0.018981178894421084,928648.0,17626.83381794635
2020-07-02,12910226.0,241444.74054590095,0.01870182137368479,888272.0,16612.304275245733
2020-07-03,13838874.0,261219.00901793828,0.018875741553679763,928648.0,17528.919642341603
